comment,sentiment,length
jansher khan ke manzer e aam se het jane ke bad squash mein pakistan ki haisyat aik aam mulk jaisi ho gai british open aur world open ke simi final mein bhi pakistan ke kisi khelari ke leay pahonchna moshkil nazar ata hai aisa mahsoos hota hai ke squash mein pakistan ki bertari ka ikhtetam ho chukka hai mustaqbil qareeb mein koi aisa khelari nazar nahein ata hai jo pakistan ko aik mertaba pher squash ka super pawer bana sake,negative,428
yeh bare dukh ki bat hai ke squash ka khail pakistan mein zawal pazeer hai australia ka bhi yahi hal dekhai deta hai aik taweel arsa tek inn dono momalik ne squash ki dunia ki hukmerani ki magar abb surathal tabdeel ho chuki hai,negative,228
pakistan ke leay yeh amer aur bhi zayada tashweesh nak keonke cricket aur hockey ke alawa squash woh wahid khail tha jis mein hamari position numayan rahti thi hockey ka khail bhi yehan tabahi ki taraf gamzen hai abb sirf cricket woh khail rah gaya hai jis mein hamari team kamyabi hasil ker rahi hai,negative,300
aik zamana tha jaba squash ka her aham title pakistan ke pas tha abb bat pahonch chuki hai ke hamare pas sirf do ashian title hain baqya tamam izazat sey ham mahroom ho chuke hain,negative,179
sirf sal ki umer mein hashim ko aik sadme se dochar hona para tha jeb unke walid sarak ke aik hadse mein helak hue they,negative,119
mashi mushkilat ne un ke khandan ko ghere mein le liya tha,negative,58
roshan ke british opoen ke final mein pahonche zaroor thay magar azam khan ke haton shikst kaha gaye thay,negative,105
inhe pehli bar mein australia ke khilaaf series mein captain muqarrar kiya gaya magar kuch tanazaat aur kharab performance ki wajah se qiyadat chorna parhi lekin aik baar phir mein yeh zimmedari inho ne qabool kar li,negative,216
saal tak cricket se door rehne ke bad january mein inho ne khair khuwahon ke mana karne ke bawajood apne aap ko ipl mein auction ke liye pesh kiya to boli ki raqam sirf laakh dollar hone ke bawajood kisi ne inhe na kharida,negative,222
azam khan aur ke british open ke final mein pahonche they magar dono mertaba apne bare bhai yani hashim khan ka shikar ben gaye thay,negative,132
roshan pehle set mein sirf aik point le sake thay magar magar baqya do set mein to who aik point bhi na lay sake thay bahat arse ke baad england ke shaiqeen ne itna mokhtasar british open final dekha tha,negative,203
jab mohibullah ne choutha set chend lamhon mein se jeeta tha to aisa lag raha tha ke azam ko apne izaz se destbardar hona hi pare ga,negative,132
tahum mein paida hone wale match fixing ke tanazey se wasim akram ke career par bura asar parha aur in ki shohrat ko nuqsaan pohancha,negative,133
isi final ke bad match fixing ka tanaza khara hua,negative,49
is soorat e haal mein khas taur par wasim akram ko shaded mushkilaat ka saamna karna parha,negative,90
humari batting nakam hoi,negative,24
england ko us ki sar zamen par hara dene ka suheri moqa kho dene ka dukh aaj bhi mehsos karte hain,negative,98
australia se ki series mein test matchon mein batting ki nakami ke bais harne ka bhi ranj hai,negative,93
maslan imran khan ne likha ke ke world cup ke bad khilariyon ne aik tarah se unke khilaf baghawat kar di aur wo samajhne lag eke sari inami raqam shaukat khanum hospital ko ja rahi hai shalimar bagh mein qoumi team imran khan ko tanha chor kar ghayab ho gai jis ka unhen bohat ranj howa aur is waqiye ne un ko retirement ke fasle par majbor kiya warna wo england ka dora bhi kar sakte the,negative,388
is qaziye ke bare mein pochen to baat ziyadah aage nahi barhai bataya to sirf itna ke jo howa wo ghalat howa,negative,108
lakron ka ye samajhna ke sara pesa imaran khan ke hospital ko jar aha hai ghalat baat thi,negative,89
intikhab alam ki dor e cataini mein baz test matchon mein mumkina kamyabiyan shikast mein tabdil hoti rahen is ke asbab par baat ho to naqis batting se baat aage nahi barhti lekin doran e guftogu aik bar wo dil ki baat zaban par laye lekin bare zabt se is bar bhi kisi ka naam nahi liya,negative,286
intikhab alam ke baqol baz khilari sochte the ke agar mein beron e mulk series jeet gaya to najane kia ban jaon ga,negative,114
kaha ja sakta hai ke kuch khilariyon ne hasad ki waja se jan bojh kar kharab kheel pesh kiya,negative,92
england meinkhelne ka wasi tajurba aur all rounder hone ke bawajud phele world cup ke squad mein shamil na the,negative,110
hanif muhammad ka moqif raha hai ke abdul hafeez kardar ne unhein retirement lene par majbor liya,negative,97
mushtaq muhammad ke sath bhi un ki banti nah thi aur jab wo catptain banne to intikhab alam ki team mein shamoliyat par kisi tor par razi nahi the aur is mamle par un ka board se jhagra bhi ho gaya,negative,197
is waqiye par un ki raye janni chahi to wo bole ye baat bilkul ghalat hai meri niyat mein koi kharabi nahi thi full tos leg spiner se bhi kabhi kabhar gir jata hai,negative,163
intikhab alam ne bachpan mein jo qatal o gharat giri dekhi is ki yad aaj bhi larzah deti hai,negative,92
oval tesm mein asif iqbal ke sath yadgar partnership ki yad tazah karte howe bataya ke us test mein meri bayein ankh mein bohat taqlif thi is leye mera batting order niche hota gaya lekin aik marhale par kujhe jana hi para is waqat par khilari out hochuke the asif iqbal se main ne kaha ke main stand don ga rafta rafta meri ankh ki taqlif kam ho gai,negative,350
pur bani hotel jahan team tehri thi wahan se airport minute ke fasle par tha lekin unhen wahan pohanchne mein derh ghanta lag gaya,negative,130
ye sab aik pizzay k coupon k liye likha gaya tha jo ab tak aap k hath nahi laga hai,negative,83
remotely activate kar k bachoon ko pareshan kiya jaye,negative,53
un ko yakeen tha tha k bomb banaya ja raha hai aur hamain ye sakhti se bata diya gaya k agar kuch bhi karachi main phata to wo phaswa dain gay,negative,142
break main bajane ki koshish ki nakaam rahay,negative,44
remote k button daba daba halkan hogaye lekin buzzer ne choon tak na ki,negative,71
khuwar sahab kharay play dekhte rahay jab tak peons ne bhaga na diya,negative,68
badshah salamat chonk gaye,negative,26
ye to garbar thi,negative,16
janab hashir ko bata na paye class k baad,negative,41
chala nahi hum se,negative,17
aur jab aakhri class thi meri to tab bhi wo baj raha tha,negative,56
pakar liya tha aap k ciruit ko bachoon nay,negative,42
sir cheethray bewakoof,negative,22
badshah salamat si sir mujhe milay hain cheethray circuit k,negative,59
battery nikal letay,negative,19
badshah salamat sorry sir agar disturbance huwi to,negative,50
dil halak main agaya,negative,20
halat aur kharab ho gayi,negative,24
phir bachoon ne circuit uthaya aur pagal hogaye,negative,47
cheena jhapti shuru hogayi,negative,26
bachoon ko lag raha tha k kiya design banaya hai,negative,48
kafi tareefain thookeen uski aap ne,negative,35
asliat kuch mukhtalif thi,negative,25
kahani ka khulasa ye k circuit ne wo sab kiya jo aap chahte thay siwaye aap ki marzi se chalne k,negative,96
apni khuwari ki riwayat ko barkaraar rakhte huwe aap ne ghalat section ka chunao kiya aur us main ja k baith gaye,negative,113
section a main classes huween functional english aur bel ki jab k section b main kuch nae huwa,negative,94
se tak bezaar huwe aur phir sir waqar ne pehchan liya,negative,53
classes k baad telecommunications depart main sentec room main ja kr baith gaye aur bhoolbhulaiya ko paar karnay ki tarakeeb nikaltay rahay,negative,139
wheelie marnay ki koshish se mayoos rahay kyoon k agla wheel hath main agaya tha,negative,80
wo pedal tornay main kamyaab rahay,negative,34
pedal bag main dal kr khuwaar sahab ne mazeed khuwaar honay samad sahab k ghar janay ki thani,negative,93
bahana ye tha ka robot banayen gay,negative,34
robot ka kaam mukammal nahi huwa tha,negative,36
bilal sahab ko hoo bc,negative,21
aglay din aakhir kaar classes aik adad halo meray sathnaam ka play jis main pehle terrorists ne firing ki phir army ne firing ki phir speakers main se firing ki awaz ai aik adad motivational speaker jo aglay saal main aap apnay aap ko kaisa dekhtay hain janna chahtay thay jawab tha zindah do adad breakdancing k naam per popping karnay walay jin main se aik janab phir se agye thay aur dhair sari langri,negative,404
jaldi k chakar main program transfer hotay huway corrupt hogaya,negative,63
attempt k doraan program transfer karnay ki koshish jz sahab ko namanzoor rahi,negative,78
aik k baad aik attempt hath se phisal raha hai aur robot joon ki toon khari hai,negative,79
ab sirf imagine kijiye imtihan ki ghari hai robot k wheels ghomnay se inkar kar rahay hain hashir sahab kharay robot ko dhakkay mar rahay hain sab shor macha rahay hain jz bhai ne ghari nikal rakhi hai aur aik ajab afratafri si chayi hai,negative,237
un k pass aik robot thi jo chal nahi rahi thi,negative,45
kuch hi dair main naak kat chuki thi jo do char loog support main thay wo bhi ahista ahista khisak rahay thay gulzar sahab ko bilal sahab laptop rakhne ki best jagah suggest kar rahay thay aur hashir sahab moun band kar k baith gaye thay,negative,237
wo bolay k aap ye eknights ki robot istemaal farma rahay hain jis ki ijazat nahi hai,negative,84
section a ne phir apni robot ka istimaal kiya jis ne arena ki waat mar di,negative,73
section a k hazraatokhwateen stage per robot ko chala kar dekhna shuru hi kiya tha k jz bhai aan paray,negative,102
ayn waqt per batteries ne jawab de diya,negative,39
jz sahib ne batteries badalna napasand farmaya,negative,46
phir sab mayoos ho kr galiyan zubaanon per liye gharoon ki janib rawana huway,negative,77
hamary azeez tahir electrical walay k alfaaz main aaj ka din bhandbhandbhand umeed hai kisi ko kabhi bhi aisa din na dekhna paray,negative,129
is tarha se is nakamion k silsilay k baad sentec ki kahani ka ikhtitaam hota hai,negative,80
dastarkhuwan per baithnay aur boti moun main dalnay ki dair thi k light chali gai,negative,81
kuch dair k baad aap aaram aur sukoon se laitay clash of kings george r r martinka mutalia kar rahay thay k light phir chali gai,negative,128
phir cancellation k process ka aghaz huwa,negative,41
apnay walid sahab se phone manga kyoon k aap k apnay main balance nahi tha,negative,74
nahi mila,negative,9
aakhir raha na gaya,negative,19
bachay dhoka dhoka,negative,18
ga rahay thay pool main keeray aur na janay kya kya tha unlimited kachori ka wajood hi nahi tha khana khanay k liye apnay aap ko dhoop main sukhana par raha tha salaad main onions do din puranay thay aur unlimited mocktails k nam per coolers main tang aur pani ka aik garha ras mil raha tha jab khuwaar sahab ko pakka yaqeen hogaya k udhar k paise doob gaye hain,negative,362
janab farab saath chor bhag khare huwe,negative,38
scene pe scene huwa,negative,19
unhoon ne kamaal aur ghayas sahibaan k samne badshah salamat ki tarrefain shuru krdeen,negative,86
waghaira kaafi tarrefain aur hamare khoob choray hojanay k baad wo tashreef lejane lageen,negative,89
awkward silence chaa gai,negative,24
andaza to humain tha k kuch daal main kaala hai lekin tashreeffarmaan hogaye point main,negative,87
akhir darwaza baja baja k rukwai beech road k baitulmukarram se chand qadam k faasle per aur mujhe conductor sahab ne pyar se samjhaya,negative,134
yahan nahi rukti hai ye,negative,23
allah allah kr k aye,negative,20
ander aik molana sahab ne conductor k kaproon se kuch mail saaf kr liy jo bus ki rail ko pakarne se un k haathoon pe lag gaya tha,negative,129
aap ko aaj ye revelation hoi k shaidjust maybeloog ratt k presentation dete hain,negative,80
in other news ajeeb baatain karne ki malika english ki madam sahiba aaj aik nahi realization se robaro hoin,negative,107
ye kya hogaya aap ko bara afsoos huwa k aap ne ye pehle kyoon nahi socha ye ajeeb bache hain,negative,92
ratay hain,negative,10
matlab ye direct presentation kyoon nahi daite,negative,46
aur aap jese teachers ko jin ko serious topics formal dressing articulation posters no jokes movement confidenceaur najane kya kya ki zarorat paish aati hai se aur kaise deal kare banda aap ki samajh k bahar hi rahi,negative,215
aap ko phir buhat ghussa ayya k ye jo teacher party hai wo bachoon ko ghalat ratte marne ki training de rahe hain,negative,113
phir aap ne conviniently marks kaate aur jidher bhi aap rehti hain wahan tahsreef le gain,negative,89
schematic jaib main hi reh gaya circuit bag main badshah salamat families only k parks main her noiyyat ka khana kaha aye,negative,121
likha coat hai bhaj sweeter di hai wo b gandi si rd class sii hate it yar,negative,73
bilkul rd class quality hy bakwas,negative,33
dikhaty kuch hain or bhejty kuch or,negative,35
iski price kya hai aur delivry charges totaly hy ya delivry charges,negative,67
kapra mota nhi hy but kisi tshirt k uper chl jae ga fashion k tor pr but advice hy mat lo,negative,89
bht e ghatia fabric jo pic main nazar a ra wo ye chez e nahi hi im really disappoint main first time daraz say experience kiya or bht bura experience rha,negative,153
bilkul bekar kapra hai,negative,22
jo mujhe mila hai hoodie wo ye hai hi nhi i want to return it theyve sent me an uper ehich is only vey i hate it tell me how to return it and its gona b my last order on daraz,negative,175
bakwas,negative,6
but mujhy bhi tak recieved nhi howa kb tak recieved ho ga,negative,57
waisay pehnnay waghera mein garam hai liken quality thori halki lagi mujhay iski kyunkay thoray he dinn mein purani purani si lagnay lagi,negative,137
price kay hisaab sey quality achi farham ki gayi sardiyon kay liye mufeed sabit hui kyunkay kapra kafi garam hai,negative,112
bekkar quality,negative,14
lol yeh tw kisi bachay k shorts lag rhe hain meine socha tha yeh pehen k gyming krna easy hoga lekin yeh pehnoon kese yehi soch k pareshan hoon upar se stitching b kharab hai aur kapre ka tw haal batane k laiq hi nahi hai is se ziada bura experience kapron k hawale se kabhi nahi raha mera,negative,289
ya daraz jaise dhakta hai waise nahi hayaha pa ghalt ghalt items bhj deta hanma na fitness band liye tha lkn us ma bluetooth hi nahi thalol,negative,139
bakara hei,negative,10
i dam bakwas jo pic me he wo nhi mily ga neck size kafi bara he low quallity cloth same colour bhej diye,negative,104
begart log secand hand products sell kar rahy in ko daraz sa nikal dana chay bludy peoples,negative,90
bhai kesa inho ne pic me dikhaya hai waisa product nahi hai ye mustard chino nahi balke orange denim pant hai daraz se kabhi koi cheez order mat kia karen,negative,154
fazool shirt fazool print kabhi na kharidna,negative,43
main ne jo order kiya wo shirts mujhe nhi bejhi simple colour black green and white bejh di galat chezain dene lag haya hai ye seller,negative,133
